EV	PN EV	EV Book	Imp	Game	Player	Prop	O/U	FD	Bet365	DK	MGM	PN	Kambi	CZ	SZN	LYR	Splits	Opp Rank	LYR Opp Rank
-4.8	-4.2	-368 CZ	79%	KC @ TB		spread	o 3.0	-	-	-378/+266	-	-376/287	-	-368/225	0%	0%		0	0
-4.8	-4.7	140 MGM	42%	KC @ TB		ml	o  	'+136/-162	-	'+140/-166	'+140/-170	145/-158	-	140/-165	0%	0%		0	0
-4.8	-	-375 BR	79%	DET @ LAA	Zach Mckinstry	rbi	u 0.5	'+200	-	'+290/-450	'+300/-450	-	255/-375	275/-429	64%	100%	0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1	26th	25th
-4.8	-	-600 DK	86%	DET @ LAA	Spencer Torkelson	double	u 0.5	'+460	-	'+390/-600	-	-	440/-835	386/-679	74%	100%	0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0	9th	18th
-4.8	-4.2	-750 MGM	88%	DET @ LAA	Riley Greene	hr	u 0.5	'+480	-	'+550	'+525/-750	506/-899	480/-770	400	83%	100%	0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0	25th	28th
-4.8	-	-195 BR	66%	DET @ LAA	Logan Ohoppe	h	o 0.5	-210	-	-205/+155	-210/+155	-	-195/145	-204/146	64%	0%	2,0,0,1,2,3,2,1,0,3,0,1,1,0,0,0,1,1,1,1,1,0,0,1,2	5th	5th
-4.8	-	-225 BR	69%	DET @ LAA	Dillon Dingler	tb	u 1.5	'+155	-	'+175	-	-	155/-225	-	77%	100%	2,0,3,1,0,0,2,1,3,0,1,0,1,1,1,0,1,1,1,2,1,0	21st	24th
-4.8	-4.4	-120 MGM	55%	DET @ LAA	Casey Mize	k	u 4.5	'+100/-128	-	-110/-120	-105/-120	-105/-126	-108/-124	-109/-125	40%	100%	6,6,3,3,5	29th	12th
-4.8	-	450 FD	18%	DET @ LAA	Andy Ibanez	double	o 0.5	'+450	-	'+350/-550	-	-	-	345/-579	10%	0%	0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0	9th	18th
-4.8	-	138 FD	42%	DET @ LAA		home_total	o 4.5	'+138/-178	-	'+135/-175	'+125/-165	-	-	125/-167	0%	0%		0	0
-4.8	-	-908 CZ	90%	DET @ LAA		total	u 13.5	'+560/-1000	-	-	-	-	-	417/-908	0%	0%		0	0
-4.8	-4.7	-491 DK	83%	DET @ LAA		total	u 12.5	'+400/-620	-	'+328/-491	-	357/-493	-	297/-533	0%	0%		0	0
-4.8	-	175 MGM	36%	COL @ SF	Wilmer Flores	r	o 0.5	'+110	-	'+170/-245	'+175/-250	-	148/-205	159/-224	39%	0%	1,1,0,1,0,1,1,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0	28th	1st
-4.8	-	105 MGM	49%	COL @ SF	Willy Adames	r	o 0.5	-130	-	'+100/-145	'+105/-140	-	-106/-129	100/-137	48%	0%	0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0	28th	1st
-4.8	-	-260 ESPN	72%	COL @ SF	Ryan Mcmahon	tb	u 1.5	'+200	-	'+180	-	-	200/-305	-	89%	100%	3,1,0,0,0,1,1,2,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0	6th	10th
-4.8	-5.3	-140 ESPN	58%	COL @ SF	Nick Martini	tb	o 0.5	-	-	-150/+110	-150/+110	-144/109	-	-148/108	46%	0%	0,1,3,0,0,1,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,1	6th	10th
-4.8	-	-2000 MGM	95%	COL @ SF	Nick Martini	hr	u 0.5	'+900	-	'+1000	'+1000/-2000	-	1050/-3335	650	100%	100%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3rd	3rd
-4.8	-	-240 BR	71%	COL @ SF	Jung Hoo Lee	rbi	u 0.5	'+165	-	'+185/-265	'+190/-250	-	175/-240	184/-264	60%	100%	0,1,1,0,0,1,0,0,0,0,1,3,0,4,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,1	28th	29th
-4.8	-	-1100 ESPN	92%	COL @ SF	Hunter Goodman	rbi	u 1.5	'+700	-	'+650	-	-	-	-	89%	100%	0,0,1,1,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0	8th	12th
-4.8	-	-200 FD	67%	COL @ SF	Brenton Doyle	h	o 0.5	-200	-	-210/+155	-210/+160	-	-205/155	-214/152	60%	0%	0,1,1,3,0,1,1,1,3,1,1,4,0,1,0,0,0,0,0,2	11th	21st
-4.8	-	-600 MGM	86%	COL @ SF		f5_spread	u -1.5	'+430/-750	-	'+400/-620	'+375/-600	-	-	-	0%	0%		0	0
-4.8	-	-560 BR	85%	CHC @ PIT	Seiya Suzuki	double	u 0.5	'+390	-	'+400/-650	-	-	325/-560	366/-629	70%	100%	0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,1,0	25th	24th
-4.8	-	-2500 BR	96%	CHC @ PIT	Adam Frazier	hr	u 0.5	'+1100	-	'+1300	'+1200/-3000	-	850/-2500	700	96%	100%	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14th	16th
-4.8	-	-165 FD	62%	CHC @ PIT	Adam Frazier	h	o 0.5	-165	-	-170/+125	-175/+130	-	-167/128	-184/133	64%	0%	0,1,1,0,1,2,0,0,1,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,1,1,2,0	22nd	14th
-4.8	-	-240 ESPN	71%	BOS @ TOR	Wilyer Abreu	h+r+rbi	u 2.5	-	-	-	-	-	-	-	64%	100%	10,3,2,3,0,0,3,7,5,0,0,0,0,3,1,1,1,1,1,0,5,0,4,0,0,0,8,1	0	0
-4.8	-	-240 ESPN	71%	BOS @ TOR	Trevor Story	h+r+rbi	u 2.5	-	-	-	-	-	-	-	79%	100%	1,2,0,0,1,5,0,6,2,1,2,0,3,1,2,7,1,2,0,12,1,5,0,1,0,2,1,2,0	0	0
-4.8	-	-20000 DK	100%	BOS @ TOR	Rafael Devers	sb	u 0.5	-	-	'+2500/-20000	-	-	-	-	100%	100%		6th	14th
-4.8	-	-160 MGM	62%	BOS @ TOR		away_total	o 3.5	-172/+134	-	-165/+125	-160/+125	-	-	-162/125	0%	0%		0	0
-4.8	-3.3	-145 MGM	59%	ATH @ TEX	Tyler Mahle	k	u 5.5	'+114/-146	-	'+110/-145	'+110/-145	118/-159	123/-165	112/-154	83%	100%	3,5,4,9,4,1	6th	5th
-4.8	-4.4	-1100 MGM	92%	ATH @ TEX	Nick Kurtz	hr	u 0.5	'+750	-	'+650	'+675/-1100	660/-1361	650/-1250	550	100%	100%	0,0,0,0,0,0,0	4th	25th
-4.8	-	-2000 MGM	95%	ATH @ TEX	Max Schuemann	hr	u 0.5	'+1000	-	'+1100	'+1000/-2000	-	-	650	100%	100%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4th	25th
-4.8	-	-137 BR	58%	ATH @ TEX	Kyle Higashioka	r	u 0.5	-135	-	'+110/-155	'+110/-155	-	102/-137	108/-148	82%	100%	0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0	25th	6th
-4.8	-	148 BR	40%	ATH @ TEX	Kyle Higashioka	h	u 0.5	-190	-	-185/+135	-185/+140	-	-195/148	-184/133	35%	100%	1,1,0,1,0,2,0,0,1,2,2,0,2,0,1,1,1	27th	25th
-4.8	-	-600 DK	86%	ATH @ TEX	Kyle Higashioka	double	u 0.5	'+460	-	'+380/-600	-	-	440/-835	386/-679	65%	100%	1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2	25th	28th
-4.8	-	-240 ESPN	71%	ATH @ TEX	Jonah Heim	h+r+rbi	u 2.5	-	-	-	-	-	-	-	70%	100%	6,0,2,0,0,4,0,3,5,1,0,2,0,0,1,0,1,3,1,1,3,5,1	0	0
-4.8	-	-575 DK	85%	ATH @ TEX		home_total	u 7.5	'+420/-650	-	'+400/-575	'+400/-625	-	-	375/-600	0%	0%		0	0
-4.8	-	-260 DK	72%	ATH @ TEX		f3_total	o 1.5	-	-	-260/+195	-275/+200	-	-	-	0%	0%		0	0
-4.8	-	-140 MGM	58%	ATH @ TEX		f5_ml	u  	'+112/-140	-	'+114/-145	'+110/-140	-	-	115/-145	0%	0%		0	0
-4.8	-	115 CZ	47%	ATH @ TEX		f5_ml	o  	'+112/-140	-	'+114/-145	'+110/-140	-	-	115/-145	0%	0%		0	0
-4.8	-	240 FD	29%	ARI @ NYM	Tim Tawa	tb	o 1.5	'+240	-	'+210	-	-	-	-	6%	0%	1,0,0,1,1,1,0,0,1,0,1,2,1,1,1,0,0,0	1st	3rd
-4.8	-	-103 CZ	51%	ARI @ NYM	Tim Tawa	h	u 0.5	-120	-	-125/-105	-125/-105	-	-	-133/-103	50%	100%	1,0,0,1,1,1,0,0,1,0,1,2,1,1,0,0,0,0	9th	3rd
-4.8	-	-199 CZ	67%	ARI @ NYM	Pavin Smith	r	u 0.5	'+145	-	'+145/-200	'+150/-210	-	180/-265	143/-199	54%	100%	0,2,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,2,0,0,1,1,1,0	1st	16th
-4.8	-	-258 DK	72%	ARI @ NYM		total	o 6.0	-	-	-258/+191	-	-	-278/190	-278/179	0%	0%		0	0
-4.8	-	-250 DK	71%	ARI @ NYM		home_total	u 5.5	'+200/-265	-	'+190/-250	'+200/-275	-	-	180/-250	0%	0%		0	0
-4.8	-	-145 DK	59%	ARI @ NYM		f3_spread	o 0.5	-	-	-145/+114	-155/+115	-	-	-145/115	0%	0%		0	0
-4.8	-	-810 DK	89%	ARI @ NYM		spread	u -3.5	'+600/-1100	-	'+475/-810	-	-	-	417/-908	0%	0%		0	0
-4.9	-	-180 ESPN	64%	WSH @ PHI	Trea Turner	h+r+rbi	u 2.5	-	-	-	-	-	-	-	71%	100%	0,1,4,1,2,1,1,2,5,1,1,2,0,3,0,2,2,1,8,3,0,0,2,1,3,5,7,1	0	0
-4.9	-	-180 ESPN	64%	WSH @ PHI	Luis Garcia	h+r+rbi	u 2.5	-	-	-	-	-	-	-	70%	100%	3,0,0,0,0,4,2,4,0,3,2,0,3,0,1,0,0,6,1,5,1,1,2,2,2,0,3	0	0
-4.9	-	-165 ESPN	62%	WSH @ PHI	Keibert Ruiz	r	u 0.5	'+120	-	'+125/-175	'+125/-175	-	135/-186	126/-174	75%	100%	1,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	14th	19th
-4.9	-	-1600 DK	94%	WSH @ PHI	Jt Realmuto	sb	u 0.5	'+800	-	'+850/-1600	-	-	-	-	100%	100%		13th	20th
-4.9	-	-1000 ESPN	91%	WSH @ PHI	Jose Tena	rbi	u 1.5	'+600	-	'+600	-	-	-	-	87%	100%	0,0,0,0,0,3,0,0,0,2,0,0,0,0,0	17th	11th
-4.9	-	-800 ESPN	89%	WSH @ PHI	Cj Abrams	rbi	u 1.5	'+550	-	'+500	-	-	-	-	94%	100%	1,0,0,1,1,1,1,0,1,1,0,0,2,0,1,0,1,0	17th	11th
-4.9	-	112 CZ	47%	WSH @ PHI	Bryce Harper	single	o 0.5	-115	-	'+105/-150	-	-	-	112/-154	47%	0%	0,2,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0	26th	28th
-4.9	-	-248 CZ	71%	WSH @ PHI		total	o 8.0	-	-	-250/+185	-	-	-265/185	-248/162	0%	0%		0	0
-4.9	-	-750 DK	88%	WSH @ PHI		spread	o 5.5	-	-	-750/+448	-	-	-	-808/390	0%	0%		0	0
-4.9	-3.8	-391 DK	80%	WSH @ PHI		total	u 13.5	'+300/-430	-	'+273/-391	-	308/-410	-	255/-433	0%	0%		0	0
-4.9	-	-1600 DK	94%	WSH @ PHI		home_total	o 1.5	-	-	-1600/+900	-2000/+800	-	-	-	0%	0%		0	0
-4.9	-	-1400 MGM	93%	STL @ CIN	Santiago Espinal	hr	u 0.5	'+900	-	-	'+825/-1400	-	650/-1430	650	100%	100%	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2nd	9th
-4.9	-3.4	-120 MGM	55%	STL @ CIN	Matthew Liberatore	h_allowed	u 5.5	-	-	'+100/-145	-115/-120	-103/-130	-	-113/-121	40%	100%	6,8,3,6,5	9th	27th
-4.9	-	-225 MGM	69%	STL @ CIN	Jose Barrero	r	u 0.5	'+170	-	'+160/-230	'+160/-225	-	185/-265	-	100%	100%		10th	14th
-4.9	-	100 MGM	50%	STL @ CIN	Jordan Walker	h+r+rbi	o 1.5	-	-	-105/-130	'+100/-130	-	-	-	38%	0%	2,1,2,5,2,0,1,1,0,2,0,1,5,2,0,2,0,2,0,0,1,0,1,1,1,4	0	0
-4.9	-	-118 MGM	54%	STL @ CIN	Brendan Donovan	h+r+rbi	o 1.5	-	-	-125/-110	-118/-110	-	-	-	63%	0%	4,2,2,3,0,0,7,6,5,4,1,1,1,2,7,1,1,2,6,0,2,1,4,3,2,0,3	0	0
-4.9	-	-1800 DK	95%	STL @ CIN		away_total	u 9.5	-	-	'+950/-1800	'+850/-2500	-	-	-	0%	0%		0	0
-4.9	-5.1	-175 BR	64%	STL @ CIN		total	o 7.5	-184/+142	-	-179/+136	-	-165/145	-175/135	-188/127	0%	0%		0	0
-4.9	-	-390 DK	80%	STL @ CIN		home_total	u 6.5	'+300/-430	-	'+290/-390	'+290/-425	-	-	270/-400	0%	0%		0	0
-4.9	-	180 MGM	36%	STL @ CIN		away_total	o 5.5	'+176/-230	-	'+155/-200	'+180/-235	-	-	170/-225	0%	0%		0	0
-4.9	-	-800 MGM	89%	STL @ CIN		home_total	o 1.5	-900/+520	-	-800/+500	-800/+475	-	-	-	0%	0%		0	0
-4.9	-	-1115 BR	92%	MIN @ CLE	Nolan Jones	sb	u 0.5	'+630	-	'+650/-1200	-	-	525/-1115	-	100%	100%		13th	8th
-4.9	-	100 MGM	50%	MIN @ CLE	Nolan Jones	h+r+rbi	u 1.5	-	-	-130/-105	-130/+100	-	-	-	73%	100%	2,0,0,2,0,1,0,1,0,1,2,0,0,0,0,1,0,2,1,0,2,0,2,5,0,0	0	0
-4.9	-	-264 CZ	73%	MIN @ CLE	Jose Ramirez	h	u 1.5	'+195	-	'+200/-275	'+200/-275	-	220/-305	184/-264	69%	100%	0,0,3,0,2,3,0,0,1,0,0,1,1,0,2,2,0,2,1,1,2,0,1,2,0,1,1,0,2	16th	17th
-4.9	-	115 DK	47%	MIN @ CLE	Byron Buxton	single	o 0.5	-110	-	'+115/-160	-	-	-	112/-154	32%	0%	0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,2,0,1	21st	1st
-4.9	-	-165 MGM	62%	MIN @ CLE	Brooks Lee	r	u 0.5	'+130	-	'+120/-165	'+120/-165	-	128/-177	133/-184	75%	100%	0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1	22nd	28th
-4.9	-	-113 CZ	53%	MIN @ CLE	Angel Martinez	single	o 0.5	-130	-	-120/-120	-	-	-	-113/-121	65%	0%	2,1,0,2,0,0,1,1,1,1,1,2,1,1,0,0,0	16th	16th
-4.9	-	-550 DK	85%	MIL @ CHW	Sean Burke	k	o 2.5	-590	-	-550	-	-	-	-	67%	0%	3,1,4,2,5,5	9th	10th
-4.9	-	150 MGM	40%	MIL @ CHW	Joey Ortiz	r	o 0.5	'+105	-	'+145/-205	'+150/-210	-	-	133/-184	37%	0%	1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1	17th	4th
-4.9	-	-125 FD	56%	MIL @ CHW	Jackson Chourio	single	o 0.5	-125	-	-135/-105	-	-	-	-133/-103	57%	0%	0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,2,1,1,0	6th	24th
-4.9	-	-215 ESPN	68%	MIL @ CHW	Edgar Quero	tb	u 1.5	'+165	-	'+160	-	-	165/-240	-	77%	100%	0,1,2,1,0,3,0,1,0,2,1,0,0	14th	8th
-4.9	-	-180 ESPN	64%	MIL @ CHW	Edgar Quero	r	u 0.5	'+135	-	'+130/-185	'+135/-185	-	155/-220	133/-184	85%	100%	0,0,0,0,0,1,0,0,0,2,0,0,0	15th	26th
-4.9	-	-900 DK	90%	MIL @ CHW	Brooks Baldwin	sb	u 0.5	'+640	-	'+550/-900	-	-	-	-	100%	100%		4th	9th
-4.9	-	220 FD	31%	MIL @ CHW	Brice Turang	h	o 1.5	'+220	-	'+210	-	-	200/-275	-	27%	0%	1,1,1,1,3,1,1,1,1,2,1,2,0,3,1,2,1,1,0,1,1,2,0,4,3,1,0,0,1,1	18th	26th
-4.9	-	-1000 ESPN	91%	MIL @ CHW	Andrew Vaughn	rbi	u 1.5	'+600	-	'+600	-	-	-	-	89%	100%	0,0,0,3,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,1	15th	5th
-4.9	-	-235 MGM	70%	MIL @ CHW	Andrew Benintendi	rbi	u 0.5	'+200	-	'+170/-245	'+180/-235	-	188/-265	178/-254	71%	100%	3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0	15th	5th
-4.9	-4.5	-313 CZ	76%	MIL @ CHW		spread	o 1.0	-	-	-323/+232	-	-305/248	-	-313/197	0%	0%		0	0
-4.9	-	-412 DK	80%	MIL @ CHW		spread	u -4.5	-	-	'+286/-412	-	-	-	255/-433	0%	0%		0	0
-4.9	-3.6	-162 BR	62%	KC @ TB	Yandy Diaz	tb	u 1.5	'+110	-	'+125/-175	'+125/-175	131/-177	116/-162	126/-174	70%	100%	1,0,1,0,1,1,1,0,1,0,2,1,2,2,1,3,1,2,0,0,3,0,1,3,3,1,1,1,2,1	8th	4th
-4.9	-	-679 CZ	87%	KC @ TB	Maikel Garcia	double	u 0.5	'+430	-	'+425/-700	-	-	475/-1000	386/-679	73%	100%	0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1	2nd	1st
-4.9	-	-143 BR	59%	KC @ TB	Junior Caminero	r	u 0.5	-105	-	'+110/-155	'+120/-160	-	106/-143	112/-154	48%	100%	1,0,1,1,0,0,0,0,1,1,1,0,1,2,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0	6th	25th
-4.9	-	-435 BR	81%	KC @ TB	Brandon Lowe	h	u 1.5	'+330	-	'+310	-	-	300/-435	-	85%	100%	1,2,1,0,3,0,2,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,2,1,0	6th	13th
-4.9	-	-225 MGM	69%	KC @ TB	Bobby Witt	h	u 1.5	'+170	-	'+165/-230	'+170/-225	-	200/-275	165/-234	74%	100%	1,1,1,2,1,0,1,1,2,0,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,2	8th	10th
-4.9	-7.5	105 DK	49%	KC @ TB		f5_total	o 4.5	-102/-128	-	'+105/-135	-105/-125	113/-130	102/-127	100/-130	0%	0%		0	0
-4.9	-	-700 DK	88%	DET @ LAA	Justyn Henry Malloy	double	u 0.5	'+500	-	'+425/-700	-	-	525/-1115	-	86%	100%	2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	9th	18th
-4.9	-	-900 DK	90%	DET @ LAA	Gustavo Campero	double	u 0.5	'+500	-	'+500/-900	-	-	575/-1430	-	100%	100%		9th	18th
-4.9	-	-550 DK	85%	DET @ LAA	Gleyber Torres	double	u 0.5	'+410	-	'+350/-550	-	-	430/-835	345/-579	79%	100%	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1	9th	18th
-4.9	0.1	-140 DK	58%	DET @ LAA	Casey Mize	er	u 2.5	-	-	'+105/-140	'+100/-145	124/-168	-	104/-142	80%	100%	0,1,4,1,1	24th	28th
-4.9	-5.5	106 FD	49%	DET @ LAA		away_total	o 4.5	'+106/-136	-	'+100/-130	'+105/-140	109/-127	100/-124	105/-133	0%	0%		0	0
-4.9	-	104 BR	49%	DET @ LAA		f1_total	o 0.5	-	-	'+100/-130	-	-	104/-129	-	0%	0%		0	0
-4.9	-4.5	-265 ESPN	73%	DET @ LAA		spread	u -2.5	'+210/-280	-	'+199/-270	-	214/-258	-	184/-288	0%	0%		0	0
-4.9	-	-450 MGM	82%	DET @ LAA		f5_spread	u -2.5	'+320/-500	-	-	'+310/-450	-	-	-	0%	0%		0	0
-4.9	-4.9	-230 DK	70%	DET @ LAA		spread	u -2.0	-	-	'+172/-230	-	187/-217	-	-	0%	0%		0	0
-4.9	-5.1	-1600 MGM	94%	COL @ SF	Wilmer Flores	hr	u 0.5	'+830	-	'+800	'+825/-1600	783/-1808	900/-2500	600	77%	100%	1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	20th	30th
-4.9	-	-500 DK	83%	COL @ SF	Wilmer Flores	double	u 0.5	'+390	-	'+320/-500	-	-	400/-770	311/-504	94%	100%	0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	27th	26th
-4.9	-	-425 DK	81%	COL @ SF	Willy Adames	double	u 0.5	'+340	-	'+280/-425	-	-	320/-530	287/-454	77%	100%	0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0	27th	26th
-4.9	-4.7	-1200 MGM	92%	COL @ SF	Ryan Mcmahon	hr	u 0.5	'+830	-	'+650	'+700/-1200	685/-1448	650/-1430	550	93%	100%	0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	3rd	3rd
-4.9	-4.4	-150 ESPN	60%	COL @ SF	Patrick Bailey	tb	o 0.5	-	-	-160/+115	-160/+115	-159/119	-	-160/116	39%	0%	1,1,0,0,0,0,3,0,0,0,0,2,1,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0	28th	29th
-4.9	-	-260 ESPN	72%	COL @ SF	Nick Martini	tb	u 1.5	'+180	-	'+180	-	-	210/-315	-	88%	100%	0,1,3,0,0,1,0,1,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,1	6th	10th
-4.9	-	-800 DK	89%	COL @ SF	Michael Toglia	double	u 0.5	'+600	-	'+475/-800	-	-	525/-1250	-	75%	100%	0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1	5th	17th
-4.9	-	-180 ESPN	64%	COL @ SF	Matt Chapman	h+r+rbi	u 2.5	-	-	-	-	-	-	-	71%	100%	2,1,4,3,0,1,5,6,0,0,0,1,2,0,0,2,3,3,6,0,5,0,0,1,1,4,0,1,0,0,0	0	0
-4.9	-	-3000 MGM	97%	COL @ SF	Jung Hoo Lee	hr	u 0.5	'+1300	-	'+1300	'+1300/-3000	-	1000/-3335	700	93%	100%	0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	20th	30th
-4.9	-	400 FD	20%	COL @ SF	Heliot Ramos	tb	o 3.5	'+400	-	'+320	-	-	-	-	0%	0%	1,2,2,1,1,1,3,1,1,1,1,0,0,1,0,2,1,1,1,1,0,2,0,2,1,0,0,2,2,1,1	28th	29th
-4.9	-	-180 ESPN	64%	COL @ SF	Heliot Ramos	h+r+rbi	u 2.5	-	-	-	-	-	-	-	55%	100%	4,2,5,2,3,3,5,1,3,0,0,0,1,2,0,3,2,3,3,1,0,3,1,3,1,0,0,3,4,2,3	0	0
-4.9	-	-310 FD	76%	COL @ SF		f5_spread	o 2.5	-310/+220	-	-	-325/+240	-	-	-	0%	0%		0	0
-4.9	-	-1008 CZ	91%	COL @ SF		total	u 12.5	'+600/-1100	-	-	-	-	-	442/-1008	0%	0%		0	0
-4.9	-	-1000 MGM	91%	COL @ SF		home_total	o 1.5	-1100/+600	-	-1000/+600	-1000/+525	-	-	-	0%	0%		0	0
-4.9	-	-105 DK	51%	CHC @ PIT	Oneil Cruz	single	o 0.5	-130	-	-105/-130	-	-	-	-106/-129	46%	0%	0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0	20th	20th
-4.9	-	-250 MGM	71%	CHC @ PIT	Kebryan Hayes	rbi	u 0.5	'+185	-	'+180/-260	'+190/-250	-	200/-278	184/-264	69%	100%	0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,1,1,0,1,1,0,0,0,1	18th	8th
-4.9	-	-148 CZ	60%	CHC @ PIT	Andrew Mccutchen	r	u 0.5	'+110	-	'+110/-160	'+115/-155	-	118/-162	108/-148	68%	100%	0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,1,0,1,0,0,1,0,0	18th	22nd
-4.9	-	-338 DK	77%	CHC @ PIT		spread	u -2.0	-	-	'+242/-338	-	-	-	244/-408	0%	0%		0	0
-4.9	-	-180 ESPN	64%	BOS @ TOR	Rafael Devers	h+r+rbi	u 2.5	-	-	-	-	-	-	-	67%	100%	0,0,1,0,0,3,3,4,11,1,1,2,2,0,0,0,0,2,1,3,5,1,0,2,2,0,5,5,3,4	0	0
-4.9	-	-230 DK	70%	BOS @ TOR	Rafael Devers	h	o 0.5	-270	-	-230/+175	-235/+180	-	-235/175	-234/165	50%	0%	0,0,0,0,0,2,1,2,4,0,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,2,2,1,2	17th	16th
-4.9	-	-210 MGM	68%	BOS @ TOR	Jarren Duran	h	u 1.5	'+175	-	'+160/-215	'+160/-210	-	170/-230	159/-224	62%	100%	1,2,0,1,2,0,0,2,2,2,0,1,2,0,1,1,1,1,1,1,1,1,2,2,1,3,4,1,2	17th	16th
-4.9	-	-650 DK	87%	BOS @ TOR	Daulton Varsho	double	u 0.5	'+470	-	'+400/-650	-	-	450/-910	376/-654	100%	100%		16th	12th
-4.9	-	-550 DK	85%	BOS @ TOR	Andres Gimenez	sb	u 0.5	'+390	-	'+350/-550	-	-	390/-670	-	100%	100%		17th	3rd
-4.9	-	-2500 MGM	96%	BOS @ TOR	Andres Gimenez	hr	u 0.5	'+1060	-	'+1200	'+1150/-2500	-	950/-3335	700	90%	100%	1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	8th	19th
-4.9	-3.7	-162 FD	62%	BOS @ TOR		total	u 9.5	'+126/-162	-	'+127/-166	-	140/-159	130/-165	120/-178	0%	0%		0	0
-4.9	-6.0	-234 DK	70%	BOS @ TOR		total	o 7.0	-	-	-234/+175	-	-212/184	-250/180	-248/162	0%	0%		0	0
-4.9	-	-2000 DK	95%	ATH @ TEX	Nick Ahmed	sb	u 0.5	'+880	-	'+1000/-2000	-	-	-	-	100%	100%		24th	11th
-4.9	-	-575 DK	85%	ATH @ TEX	Jonah Heim	double	u 0.5	'+480	-	'+370/-575	-	-	420/-770	366/-629	78%	100%	0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0	25th	28th
