EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
3.8	800 FD	11%	bayern munich	Michael Olise	shots	o 4.5	'+800	-	'+500	-	-	-	0%	3%	3,4,0,4,2,4,3,0,4,4	🟡	90,64,67,90,84
3.6	185 FD	35%	lecce	Lassana Coulibaly	shots	o 0.5	'+185	-	-	130	130/-220	-	0%	8%	0,0,0,0,0,0,0,0,0,0	🟡	45,35,90,90,90
3.6	155 BR	39%	aston villa	Youri Tielemans	shots_on_target	o 0.5	'+125	-	-	-	155/-265	-	-%	-%		-	
3.5	360 CZ	22%	valladolid	Javi Munoz	shots	o 1.5	'+270	-	-	360	-	-	-%	-%			
3.5	123 BR	45%	cardiff	Callum Robinson	shots	o 1.5	'+100	-	-	-	123/-210	-	70%	54%	1,3,1,3,3,5,0,2,4,3	-	83,90,90,70,62
3.4	200 365	33%	stuttgart	Deniz Undav	shots	o 3.5	'+160	-	'+200	-	-	-	10%	27%	3,2,2,3,2,0,6,1,2,2	🟡	21,82,69,69,81
3.4	200 BR	33%	monaco	George Ilenikhena	shots_on_target	o 1.5	'+160	-	-	-	200	-	-%	-%			
3.3	148 BR	40%	stuttgart	Angelo Stiller	shots	o 0.5	'+110	-	-	130	148/-265	-	20%	38%	1,0,0,0,0,0,0,0,0,3	🟡	90,90,90,90,90
3.2	320 CZ	24%	stuttgart	Jamie Leweling	shots	o 2.5	'+250	-	'+240	320	-	-	10%	22%	1,0,6,1,1,0,1,1,1,1	🟡	58,21,85,69,72
3.1	-105 CZ	51%	valladolid	Luis Perez	tackles	o 1.5	-	-130	-	-105	-	-	30%	25%	2,3,0,1,3,1,1,0,0,1	🟡	90,90,90,90,90
3.1	-105 BR	51%	reims	Valentin Atangana Edoa	shots	o 0.5	-130	-	-	-	-105	-	-%	-%			
3.1	-105 FD	51%	fiorentina	Rolando Mandragora	shots	o 1.5	-105	-	-225	-160	-134/-127	-	10%	13%	0,0,3,1,0,0,0,0,0,1	🟡	90,75,79,69,66
3.0	1800 FD	5%	bayern munich	Thomas Muller	shots	o 5.5	'+1800	-	'+800	-	-	-	0%	0%	0,2,1,0,0,2,1,0,0,3		61,33,4,1,63
3.0	165 FD	38%	lecce	Santiago Pierotti	shots_on_target	o 0.5	'+165	-	-	105	125/-205	-	30%	22%	0,0,0,0,1,0,2,0,2,0		90,90,88,88,45
3.0	-350 365	78%	cardiff	Cian Ashford	tackles	o 0.5	-	-600	-350	-	-	-	40%	33%	2,0,2,0,2,0,0,0,0,1	-	67,81,10,15,84
3.0	-175 365	64%	cardiff	Ethan Horvath	saves	o 3.5	-	-230	-175	-	-	-	29%	29%	2,0,3,4,7,2,1	-	90,90,90,120,90
2.8	-125 FD	56%	fiorentina	Lucas Beltran	shots_on_target	o 0.5	-125	-	-	-210	-167/105	-	10%	24%	0,0,0,0,1,0,0,0,0,0	🟡	70,89,66,90,90
2.8	-130 BR	57%	fiorentina	Fabiano Parisi	shots	o 0.5	-190	-	-	-140	-130/-130	-	20%	33%	0,0,0,0,0,0,1,0,1,0	🟡	20,75,61,21,90
2.7	-140 CZ	58%	valladolid	Javi Munoz	shots	o 0.5	-180	-	-	-140	-	-	-%	-%			
2.7	115 FD	47%	reims	Oumar Diakite	shots	o 1.5	'+115	-	-	-110	104	-110	-%	-%		🟡	
2.7	-145 DK	59%	aston villa	Lamare Bogarde	tackles	o 1.5	-	-145	-188/+137	-	-	-	-%	-%		-	
2.6	225 365	31%	cardiff	Joel Bagan	tackles	o 2.5	-	'+180	'+225	-	-	-	10%	8%	0,0,0,2,4,1,1,0,0,2	-	120,59,90,62,13
2.6	140 BR	42%	cardiff	Anwar El Ghazi	shots	o 1.5	'+115	-	-	-	140/-250	-	40%	38%	4,1,0,1,4,1,3,0,2,0	-	56,81,9,70,13
2.6	225 365	31%	aston villa	Robin Olsen	saves	o 2.5	-	'+180	'+225	-	-	-	-%	-%		-	
2.6	225 365	31%	aston villa	Emiliano Martinez	saves	o 2.5	-	'+180	'+225	-	-	-	-%	-%		-	
2.5	-225 365	69%	valladolid	Kenedy	shots	o 1.5	-310	-	-225	-	-	-	0%	0%	0,1		6,3
2.5	-345 BR	78%	stuttgart	Enzo Millot	shots	o 0.5	-550	-	-	-	-345/180	-	60%	71%	1,1,1,2,1,0,0,0,1,0		79,8,76,90,9
2.5	117 BR	46%	monaco	Denis Zakaria	shots_on_target	o 0.5	-110	-	-	100	117	'+100	-%	-%		🟡	
2.5	750 FD	12%	fiorentina	Moise Kean	shots_on_target	o 2.5	'+750	-	-	-	380/-1000	-	20%	22%	0,2,0,0,3,0,1,4,0,2		90,82,89,90,66
2.3	-450 365	82%	las palmas	Benito Ramirez	shots	o 0.5	-850	-	-450	-	-	-	30%	41%	0,0,0,1,1,0,0,1,0,0		19,18,6,51,5
2.3	135 BR	43%	monaco	Lamine Camara	shots_on_target	o 0.5	'+105	-	-	115	135	'+115	-%	-%		🟡	
2.2	-575 DK	85%	monaco	Maghnes Akliouche	tackles	o 0.5	-	-575	-	-1400	-	-1100	-%	-%		🟡	
2.2	-130 DK	57%	cardiff	Perry Ng	tackles	o 2.5	-	-130	-163/+120	-	-	-	30%	33%	1,2,1,2,4,1,0,3,4,0	-	23,9,90,90,90
2.2	265 BR	27%	aston villa	Lucas Digne	shots_on_target	o 0.5	'+210	-	-	-	265/-530	-	-%	-%		-	
2.1	120 CZ	45%	reims	Junya Ito	shots	o 1.5	-120	-	-	120	-	'+120	-%	-%		🟡	
2.1	-500 DK	83%	fiorentina	Dodo	tackles	o 0.5	-	-500	-	-1000	-	-	100%	80%	2,1,5,2,2,2,2,2,1,2	🟡	90,90,90,90,90
1.9	-950 FD	90%	las palmas	Alberto Moleiro	shots	o 0.5	-950	-	-4000	-	-	-	-%	-%		🟡	
1.9	-240 BR	71%	aston villa v cardiff	Marco Asensio	shots_on_target	o 0.5	-330	-	-	-	-240/143	-	-%	-%		-	
1.9	-240 BR	71%	cardiff	Rubin Colwill	shots	o 0.5	-380	-	-300	-	-240/138	-	80%	71%	1,1,1,0,1,4,0,1,1,1	-	120,31,90,75,6
1.8	-425 CZ	81%	valladolid	Raul Moro	shots	o 0.5	-650	-	-800	-425	-	-	60%	62%	0,2,1,0,0,0,1,3,3,2	🟡	16,90,90,56,45
1.8	360 FD	22%	bayern munich	Hiroki Ito	shots	o 1.5	'+360	-	'+275	-	-	-	0%	0%	0,0,1	🟡	13,67,62
1.8	-220 BR	69%	fiorentina	Yacine Adli	shots	o 0.5	-290	-	-	-	-220/125	-	80%	46%	2,0,1,1,1,1,1,2,1,0		78,90,90,62,15
1.8	-425 DK	81%	cardiff	Rubin Colwill	tackles	o 0.5	-	-425	-700	-	-	-	80%	77%	1,0,1,1,1,3,1,2,2,0	-	120,31,90,75,6
1.7	-205 BR	67%	bayern munich	Leroy Sane	shots	o 1.5	-270	-	-350	-220	-205/120	-	40%	53%	2,2,0,8,1,1,1,0,1,3	🟡	10,64,23,27,90
1.7	-130 BR	57%	bayern munich	Konrad Laimer	shots	o 0.5	-180	-	-	-140	-130/-130	-	30%	46%	0,1,0,0,0,1,1,0,0,0	🟡	90,18,90,90,90
1.7	-670 BR	87%	aston villa	Leon Bailey	shots	o 0.5	-2200	-	-1400	-	-670/290	-	-%	-%		-	
1.6	215 BR	32%	fiorentina	Robin Gosens	shots_on_target	o 0.5	-	-	-	175	215/-400	-	10%	25%	0,0,0,0,0,0,0,0,0,1	🟡	90,90,87,90,69
1.6	-138 365	58%	cardiff	Joel Bagan	tackles	o 1.5	-	-170	-138/+100	-	-	-	30%	38%	0,0,0,2,4,1,1,0,0,2	-	120,59,90,62,13
1.6	150 365	40%	cardiff	Callum Odowda	tackles	o 2.5	-	'+125	'+150/-200	-	-	-	30%	33%	1,0,1,2,1,0,3,1,3,3	-	58,90,90,90,90
1.6	-400 365	80%	cardiff	Yakou Meite	shots	o 0.5	-650	-	-400	-	-	-	50%	69%	2,1,0,3,0,0,0,2,0,1	-	12,7,69,7,15
1.5	-600 FD	86%	las palmas	Jaime Mata	shots	o 0.5	-600	-	-1200	-	-	-	50%	43%	0,1,1,0,1,0,1,0,1,0		11,35,9,20,25
1.5	-165 BR	62%	aston villa	Morgan Rogers	shots_on_target	o 0.5	-210	-	-	-	-165/102	-	-%	-%		-	
1.4	-125 FD	56%	bayern munich	Harry Kane	shots	o 3.5	-125	-	-	-190	-175/100	-	40%	38%	7,5,1,3,4,5,2,1,2,1	🟡	90,90,90,45,27
1.3	350 365	22%	aston villa v cardiff	Marco Asensio	shots	o 4.5	'+270	-	'+350	-	-	-	-%	-%		-	
1.2	107 BR	48%	fiorentina	Rolando Mandragora	shots_on_target	o 0.5	-105	-	-	-115	107/-175	-	10%	30%	0,0,2,0,0,0,0,0,0,0	🟡	90,75,79,69,66
1.2	-480 BR	83%	aston villa	Ollie Watkins	shots_on_target	o 0.5	-800	-	-	-	-480/240	-	-%	-%		-	
1.0	130 CZ	43%	bayern munich	Leroy Sane	shots	o 2.5	'+110	-	-	130	-	-	20%	35%	2,2,0,8,1,1,1,0,1,3	🟡	10,64,23,27,90
1.0	120 FD	45%	monaco	Caio Henrique	shots	o 0.5	'+120	-	-	-	102	-	-%	-%			
0.8	-360 BR	78%	stuttgart	Jamie Leweling	shots	o 0.5	-550	-	-550	-475	-360/180	-	80%	70%	1,0,6,1,1,0,1,1,1,1	🟡	58,21,85,69,72
0.8	260 CZ	28%	fiorentina	Robin Gosens	shots	o 1.5	'+210	-	-	260	-	-	10%	12%	0,0,1,1,0,0,0,0,4,1	🟡	90,90,87,90,69
0.8	-320 DK	76%	cardiff	Andy Rinomhota	tackles	o 1.5	-	-320	-450	-	-	-	70%	61%	4,4,5,5,1,0,3,2,0,4	-	120,81,62,90,90
0.7	-143 BR	59%	bayern munich	Leroy Sane	shots_on_target	o 0.5	-185	-	-	-160	-143/-112	-	30%	50%	0,0,0,3,1,1,0,0,0,0	🟡	10,64,23,27,90
0.6	-390 DK	80%	reims	Amadou Kone	tackles	o 1.5	-	-390	-	-600	-	-600	-%	-%		🟡	
0.6	-295 BR	75%	aston villa	Youri Tielemans	shots	o 0.5	-550	-	-300	-	-295/155	-	-%	-%		-	
0.5	370 FD	21%	reims	Oumar Diakite	shots	o 2.5	'+370	-	'+333	260	-	'+270	-%	-%		🟡	
0.5	1000 FD	9%	lecce	Frederic Guilbert	shots_on_target	o 0.5	'+1000	-	-	425	460/-1430	-	0%	5%	0,0,0,0,0,0,0,0,0,0	🟡	90,90,90,75,88
0.4	-315 BR	76%	reims	Junya Ito	shots	o 0.5	-550	-	-500	-360	-315	-400	-%	-%		🟡	
0.4	-800 DK	89%	lecce	Antonino Gallo	tackles	o 0.5	-	-800	-	-2000	-	-	70%	84%	6,0,3,0,0,3,1,1,3,4	🟡	72,90,90,90,90
0.4	-800 DK	89%	cardiff	Sivert Mannsverk	tackles	o 0.5	-	-800	-2000	-	-	-	80%	80%	3,3,1,2,0	-	62,72,80,90,90
0.3	-120 FD	55%	las palmas	Alberto Moleiro	shots_on_target	o 0.5	-120	-	-	-140	-	-	-%	-%		🟡	
0.3	-700 FD	88%	fiorentina	Lucas Beltran	shots	o 0.5	-700	-	-1400	-	-	-	50%	66%	1,2,1,1,1,0,0,0,0,0	🟡	70,89,66,90,90
0.2	128 BR	44%	reims	Oumar Diakite	shots_on_target	o 0.5	-	-	-	110	128	'+110	-%	-%		🟡	
0.2	105 BR	49%	lecce	Jesper Karlsson	shots_on_target	o 0.5	-110	-	-	-	105/-175	-	30%	21%	1,0,1,0,0,0,1,0,0,0	🟡	13,8,55,21,45
0.1	-157 BR	61%	bayern munich	Michael Olise	shots_on_target	o 0.5	-195	-	-	-180	-157/-103	-	50%	56%	2,0,0,0,0,1,2,0,1,3	🟡	90,64,67,90,84
-0.0	-900 FD	90%	valladolid	Darwin Machis	shots	o 0.5	-900	-	-2500	-	-	-	60%	67%	3,0,0,2,1,1,0,0,2,1		16,20,13,45,45
-0.1	-375 BR	79%	bayern munich	Leon Goretzka	shots	o 0.5	-650	-	-550	-400	-375/190	-	50%	59%	3,0,4,4,0,0,0,1,3,0	🟡	10,90,23,90,48
-0.1	-375 BR	79%	monaco	Denis Zakaria	shots	o 0.5	-410	-	-2500	-380	-375	-400	-%	-%		🟡	
-0.1	390 FD	20%	fiorentina	Nicolo Zaniolo	shots	o 3.5	'+390	-	'+300	-	-	-	0%	0%	1,0,1,0,1,0,1,1,2,2	🟡	14,14,24,54,83
-0.2	-1000 CZ	91%	las palmas	Sandro Ramirez	shots	o 0.5	-2300	-	-8000	-1000	-	-	100%	80%	2,1,3,3,2,1,1,7,2,4	🟡	79,79,90,84,90
-0.2	-235 BR	70%	monaco	George Ilenikhena	shots_on_target	o 0.5	-290	-	-	-	-235	-	-%	-%			
-0.2	-305 BR	75%	reims	Teddy Teuma	shots	o 0.5	-420	-	-400	-380	-305	-400	-%	-%		🟡	
-0.2	-177 BR	64%	fiorentina	Robin Gosens	shots	o 0.5	-230	-	-	-200	-177/105	-	40%	50%	0,0,1,1,0,0,0,0,4,1	🟡	90,90,87,90,69
-0.3	133 BR	43%	stuttgart	Atakan Karazor	shots	o 0.5	'+105	-	-	125	133/-230	-	30%	30%	0,0,0,1,0,0,0,0,1,1	🟡	90,90,90,87,81
-0.4	170 BR	37%	aston villa v cardiff	Marco Asensio	shots_on_target	o 1.5	'+145	-	-	-	170/-305	-	-%	-%		-	
-0.4	350 FD	22%	aston villa	Tyrone Mings	shots	o 1.5	'+350	-	'+275	-	-	-	-%	-%		-	
-0.5	-530 BR	84%	stuttgart	Justin Diehl	shots	o 0.5	-800	-	-	-	-530/255	-	56%	56%	0,1,0,1,3,1,0,1,0		11,32,2,21,45
-0.5	-188 365	65%	aston villa	Morgan Rogers	tackles	o 0.5	-	-225	-188/+137	-	-	-	-%	-%		-	
-0.6	-350 365	78%	cardiff	Chris Willock	tackles	o 0.5	-	-475	-350	-	-	-	70%	56%	1,1,2,2,3,0,1,0,0,2	-	77,55,120,20,62
-0.8	-600 CZ	86%	lecce	Lassana Coulibaly	tackles	o 0.5	-	-1000	-	-600	-	-	70%	69%	3,2,2,2,0,0,0,2,2,1	🟡	45,35,90,90,90
-0.8	140 DK	42%	aston villa	Youri Tielemans	tackles	o 2.5	-	'+140	'+120/-163	-	-	-	-%	-%		-	
-0.9	-420 BR	81%	stuttgart	Nick Woltemade	shots	o 0.5	-700	-	-550	-525	-420/205	-	80%	71%	1,5,0,2,1,2,2,0,1,4	🟡	90,90,5,21,90
-0.9	-900 DK	90%	monaco	Denis Zakaria	tackles	o 0.5	-	-900	-	-2000	-	-2000	-%	-%		🟡	
-0.9	-200 365	67%	aston villa	Morgan Rogers	shots	o 1.5	-390	-	-200	-	-278/155	-	-%	-%		-	
-1.0	175 365	36%	aston villa	Jacob Ramsey	tackles	o 1.5	-	'+150	'+175/-250	-	-	-	-%	-%		-	
-1.2	-124 BR	55%	bayern munich	Harry Kane	shots_on_target	o 1.5	-135	-	-	-145	-124/-130	-	30%	40%	3,2,1,1,4,1,1,0,1,1	🟡	90,90,90,45,27
-1.2	-286 BR	74%	bayern munich	Jamal Musiala	shots	o 1.5	-320	-	-450	-320	-286/155	-	60%	68%	1,5,1,2,5,2,0,0,3,3	🟡	90,86,85,89,84
-1.2	-143 BR	59%	lecce	Nikola Krstovic	shots	o 2.5	-165	-	-	-165	-143/-113	-	60%	73%	1,4,2,8,3,7,2,1,8,3	🟡	85,90,90,90,90
-1.3	102 BR	50%	bayern munich	Eric Dier	shots	o 0.5	-110	-	-	-	102/-175	-	40%	36%	0,0,0,0,0,1,1,1,0,1	🟡	90,90,90,90,90
-1.3	-590 BR	86%	fiorentina	Nicolo Zaniolo	shots	o 0.5	-1000	-	-1200	-700	-590/265	-	70%	62%	1,0,1,0,1,0,1,1,2,2	🟡	14,14,24,54,83
-1.3	-163 365	62%	aston villa	John Mcginn	tackles	o 1.5	-	-190	-163/+120	-	-	-	-%	-%		-	
-1.3	650 365	13%	cardiff	Callum Robinson	tackles	o 1.5	-	'+450	'+650	-	-	-	0%	0%	0,0,0,0,1,0,1,0,1,0	-	83,90,90,70,62
-1.3	-350 FD	78%	cardiff	Will Alves	shots	o 0.5	-350	-	-450	-	-	-	71%	71%	0,1,0,2,1,2,1	-	74,39,31,90,75
-1.3	500 365	17%	cardiff	Anwar El Ghazi	shots	o 2.5	'+370	-	'+500	-	-	-	30%	25%	4,1,0,1,4,1,3,0,2,0	-	56,81,9,70,13
-1.5	700 FD	12%	valladolid	Luis Perez	shots_on_target	o 0.5	'+700	-	-	475	-	-	0%	4%	0,0,0,0,0,0,0,0,0,0	🟡	90,90,90,90,90
-1.6	-132 BR	57%	bayern munich	Hiroki Ito	shots	o 0.5	-150	-	-	-	-132/-129	-	33%	33%	0,0,1	🟡	13,67,62
-1.6	-380 DK	79%	cardiff	Perry Ng	tackles	o 1.5	-	-380	-500	-	-	-	50%	67%	1,2,1,2,4,1,0,3,4,0	-	23,9,90,90,90
-1.6	205 DK	33%	aston villa	Ian Maatsen	tackles	o 2.5	-	'+205	'+175	-	-	-	-%	-%		-	
-1.6	-200 365	67%	cardiff	Callum Odowda	tackles	o 1.5	-	-235	-200	-	-	-	40%	60%	1,0,1,2,1,0,3,1,3,3	-	58,90,90,90,90
-1.7	-770 BR	89%	stuttgart	Ermedin Demirovic	shots	o 0.5	-1200	-	-	-	-770/310	-	70%	88%	1,4,2,2,2,2,1,0,0,0		69,90,21,7,9
-1.7	-345 BR	78%	monaco	George Ilenikhena	shots	o 1.5	-440	-	-	-	-345	-	-%	-%			
-1.7	-152 BR	60%	lecce	Nikola Krstovic	shots_on_target	o 0.5	-165	-	-	-180	-152/-104	-	70%	67%	0,1,0,4,1,2,1,0,2,1	🟡	85,90,90,90,90
-1.8	120 CZ	45%	reims	Teddy Teuma	shots	o 1.5	'+100	-	-	120	-	'+115	-%	-%		🟡	
-1.8	-150 365	60%	aston villa	Robin Olsen	saves	o 1.5	-	-170	-150	-	-	-	-%	-%		-	
-1.8	-150 365	60%	aston villa	Emiliano Martinez	saves	o 1.5	-	-170	-150	-	-	-	-%	-%		-	
-1.9	-186 BR	65%	bayern munich	Jamal Musiala	shots_on_target	o 0.5	-220	-	-	-210	-186/115	-	50%	55%	0,1,0,0,3,2,0,0,1,1	🟡	90,86,85,89,84
-1.9	-525 DK	84%	aston villa	Lucas Digne	tackles	o 0.5	-	-525	-700	-	-	-	-%	-%		-	
-1.9	-1000 365	91%	aston villa	Morgan Rogers	shots	o 0.5	-2200	-	-1000	-	-	-	-%	-%		-	
-2.0	123 BR	45%	stuttgart	Jamie Leweling	shots_on_target	o 0.5	'+110	-	-	110	123/-205	-	30%	44%	0,0,2,1,0,0,0,0,1,0	🟡	58,21,85,69,72
-2.0	162 365	38%	lecce	Nikola Krstovic	shots	o 3.5	'+150	-	'+162	135	-	-	40%	52%	1,4,2,8,3,7,2,1,8,3	🟡	85,90,90,90,90
-2.0	250 365	29%	aston villa	Morgan Rogers	tackles	o 1.5	-	'+210	'+250	-	-	-	-%	-%		-	
-2.0	-250 365	71%	aston villa	Jacob Ramsey	tackles	o 0.5	-	-295	-250	-	-	-	-%	-%		-	
-2.1	-375 BR	79%	monaco	Mika Biereth	shots_on_target	o 0.5	-550	-	-	-425	-375	-450	-%	-%		🟡	
-2.1	-560 BR	85%	monaco	Mika Biereth	shots	o 1.5	-650	-	-1400	-700	-560	-700	-%	-%		🟡	
-2.1	-215 DK	68%	aston villa	Youri Tielemans	tackles	o 1.5	-	-215	-250	-	-	-	-%	-%		-	
-2.1	-450 365	82%	cardiff	Ethan Horvath	saves	o 2.5	-	-600	-450	-	-	-	43%	43%	2,0,3,4,7,2,1	-	90,90,90,120,90
-2.3	-110 FD	52%	monaco	Christian Mawissa	shots	o 0.5	-110	-	-	-	-121	-	-%	-%			
-2.3	-600 365	86%	cardiff	Joel Bagan	tackles	o 0.5	-	-800	-600	-	-	-	50%	58%	0,0,0,2,4,1,1,0,0,2	-	120,59,90,62,13
-2.5	102 BR	50%	monaco	Wilfried Stephane Singo	shots	o 0.5	-	-	-	-105	102	-110	-%	-%			
-2.6	215 BR	32%	bayern munich	Raphael Guerreiro	shots_on_target	o 0.5	'+185	-	-	-	215/-400	-	10%	20%	0,0,1,0,0,0,0,0,0,0		7,84,89,77,63
-2.6	550 FD	15%	lecce	Lassana Coulibaly	shots_on_target	o 0.5	'+550	-	-	300	335/-770	-	0%	4%	0,0,0,0,0,0,0,0,0,0	🟡	45,35,90,90,90
-2.6	-650 DK	87%	aston villa	Lamare Bogarde	tackles	o 0.5	-	-650	-900	-	-	-	-%	-%		-	
-2.9	-2300 FD	96%	las palmas	Fabio Silva	shots	o 0.5	-2300	-	-8000	-	-	-	90%	95%	0,2,2,2,1,1,2,3,3,3		75,79,68,90,90
-2.9	-186 BR	65%	bayern munich	Kingsley Coman	shots	o 1.5	-210	-	-	-	-186/108	-	60%	56%	5,2,1,2,4,2,0,0,2,0		80,26,67,45,6
-2.9	-390 FD	80%	reims	Oumar Diakite	shots	o 0.5	-390	-	-400	-500	-480	-500	-%	-%		🟡	
-2.9	-450 FD	82%	reims	Mamadou Diakhon	shots	o 0.5	-450	-	-	-	-560	-	-%	-%			
-2.9	-136 BR	58%	fiorentina	Moise Kean	shots	o 3.5	-150	-	-	-	-136/-124	-	30%	47%	3,4,0,1,6,1,1,5,0,2		90,82,89,90,66
-3.1	175 365	36%	aston villa	John Mcginn	tackles	o 2.5	-	'+155	'+175	-	-	-	-%	-%		-	
-3.1	-600 365	86%	aston villa v cardiff	Andres Garcia	tackles	o 0.5	-	-750	-600	-	-	-	-%	-%		-	
-3.2	200 365	33%	valladolid	Selim Amallah	shots	o 2.5	'+175	-	'+200	-	-	-	0%	6%	2,1,2,0,0,1,1,0,1,0	🟡	60,34,90,90,45
-3.2	-230 BR	70%	bayern munich	Michael Olise	shots	o 1.5	-240	-	-300	-230	-230/132	-	80%	69%	3,4,0,4,2,4,3,0,4,4	🟡	90,64,67,90,84
-3.2	-130 BR	57%	lecce	Jesper Karlsson	shots	o 1.5	-140	-	-	-	-130/-130	-	20%	14%	3,0,2,1,0,0,1,1,0,1	🟡	13,8,55,21,45
-3.2	-235 BR	70%	aston villa	Matty Cash	shots	o 0.5	-250	-	-275	-	-235/133	-	-%	-%		-	
-3.2	-2500 365	96%	aston villa	Donyell Malen	shots	o 0.5	-8000	-	-2500	-	-	-	-%	-%		-	
-3.3	-275 365	73%	las palmas	Marc Cardona	shots	o 1.5	-310	-	-275	-	-	-	0%	0%	0,1,0,1,0,0,0,0,0		1,62,15,11,11
-3.3	340 CZ	23%	bayern munich	Konrad Laimer	shots	o 1.5	'+280	-	'+275	340	-	-	0%	17%	0,1,0,0,0,1,1,0,0,0	🟡	90,18,90,90,90
-3.5	-1000 365	91%	valladolid	Kenedy	shots	o 0.5	-1450	-	-1000	-	-	-	50%	50%	0,1		6,3
-3.6	-1400 FD	93%	bayern munich	Thomas Muller	shots	o 0.5	-1400	-	-2500	-	-	-	50%	50%	0,2,1,0,0,2,1,0,0,3		61,33,4,1,63
-3.6	-700 365	88%	aston villa	Robin Olsen	saves	o 0.5	-	-900	-700	-	-	-	-%	-%		-	
-3.6	-700 365	88%	aston villa	Emiliano Martinez	saves	o 0.5	-	-900	-700	-	-	-	-%	-%		-	
-3.7	-103 BR	51%	bayern munich	Jamal Musiala	shots	o 2.5	-110	-	-	-110	-103/-175	-	40%	53%	1,5,1,2,5,2,0,0,3,3	🟡	90,86,85,89,84
-3.8	-1150 FD	92%	bayern munich	Michael Olise	shots	o 0.5	-1150	-	-1600	-1600	-	-	80%	87%	3,4,0,4,2,4,3,0,4,4	🟡	90,64,67,90,84
-3.8	-150 DK	60%	aston villa	Ian Maatsen	tackles	o 1.5	-	-150	-163/+120	-	-	-	-%	-%		-	
-3.8	-275 365	73%	aston villa	John Mcginn	shots	o 0.5	-500	-	-275	-	-385/195	-	-%	-%		-	
-3.9	-500 CZ	83%	valladolid	Luis Perez	tackles	o 0.5	-	-575	-	-500	-	-	70%	79%	2,3,0,1,3,1,1,0,0,1	🟡	90,90,90,90,90
-3.9	-1300 FD	93%	monaco	Maghnes Akliouche	shots	o 0.5	-1300	-	-5000	-1600	-	-1500	-%	-%		🟡	
-3.9	230 FD	30%	aston villa v cardiff	Andres Garcia	shots	o 1.5	'+230	-	'+200	-	-	-	-%	-%		-	
-4.0	-1500 ESPN	94%	monaco	Takumi Minamino	shots	o 0.5	-3500	-	-5000	-1600	-	-1500	-%	-%		🟡	
-4.1	-1200 ESPN	92%	monaco	Ben Seghir	shots	o 0.5	-	-	-	-1600	-	-1200	-%	-%			
-4.1	-2500 365	96%	aston villa v cardiff	Marco Asensio	shots	o 0.5	-4500	-	-2500	-	-	-	-%	-%		-	
-4.3	-800 FD	89%	reims	Keito Nakamura	shots	o 0.5	-800	-	-1000	-	-	-	-%	-%		🟡	
-4.3	-420 BR	81%	lecce	Nikola Krstovic	shots	o 1.5	-460	-	-450	-500	-420/205	-	80%	82%	1,4,2,8,3,7,2,1,8,3	🟡	85,90,90,90,90
-4.3	-700 365	88%	fiorentina	Michael Folorunsho	shots	o 0.5	-800	-	-700	-	-	-	40%	36%	0,0,0,0,2,1,0,0,1,1		85,90,29,90,71
-4.3	-700 DK	88%	aston villa	Ian Maatsen	tackles	o 0.5	-	-700	-800	-	-	-	-%	-%		-	
-4.3	400 365	20%	cardiff	Callum Robinson	shots	o 2.5	'+320	-	'+400	-	-	-	60%	32%	1,3,1,3,3,5,0,2,4,3	-	83,90,90,70,62
-4.4	-1600 FD	94%	bayern munich	Jamal Musiala	shots	o 0.5	-1600	-	-2500	-	-	-	80%	87%	1,5,1,2,5,2,0,0,3,3	🟡	90,86,85,89,84
-4.4	180 FD	36%	monaco	Breel Embolo	shots	o 4.5	'+180	-	'+162	-	-	-	-%	-%			
-4.4	-250 FD	71%	fiorentina	Moise Kean	shots_on_target	o 0.5	-250	-	-	-	-335/180	-	50%	69%	0,2,0,0,3,0,1,4,0,2		90,82,89,90,66
-4.5	-275 365	73%	las palmas	Oliver Mcburnie	shots	o 1.5	-290	-	-275	-	-	-	20%	18%	1,0,9,0,0,0,1,4,0,0	🟡	1,9,90,90,65
-4.6	260 CZ	28%	stuttgart	Nick Woltemade	shots	o 2.5	'+210	-	'+240	260	-	-	20%	19%	1,5,0,2,1,2,2,0,1,4	🟡	90,90,5,21,90
-4.6	-120 ESPN	55%	monaco	Christian Mawissa Elebi	shots	o 0.5	-	-	-	-125	-	-120	-%	-%		🟡	
-4.7	-1300 FD	93%	bayern munich	Leroy Sane	shots	o 0.5	-1300	-	-2000	-1400	-	-	80%	74%	2,2,0,8,1,1,1,0,1,3	🟡	10,64,23,27,90
-4.7	-190 ESPN	66%	monaco	Ben Seghir	shots_on_target	o 0.5	-	-	-	-200	-	-190	-%	-%			
-4.7	-900 365	90%	fiorentina	Moise Kean	shots	o 1.5	-1150	-	-900	-	-	-	50%	69%	3,4,0,1,6,1,1,5,0,2		90,82,89,90,66
-4.7	150 FD	40%	aston villa	John Mcginn	shots_on_target	o 0.5	'+150	-	-	-	123/-205	-	-%	-%		-	
-4.7	-400 365	80%	cardiff	Yousef Salech	shots	o 0.5	-440	-	-400	-	-	-	70%	83%	2,0,3,1,0,4,0,1,2,2	-	120,18,20,86,77
-4.7	-260 FD	72%	cardiff	Aaron Ramsey	shots	o 0.5	-260	-	-275	-	-	-	89%	89%	1,1,1,3,5,0,2,1,3	-	71,11,62,28,90
